date,pct_change,high,low,close,ma5,ma10,ma20,ma60
1992-01-05,,3210.64,3139.31,3201.5,,,,
1992-01-12,-0.000624707,3229.2,3184.48,3199.5,,,,
1992-01-19,0.0204719,3279.96,3179.11,3265.0,,,,
1992-01-26,-0.00986216,3269.9,3215.34,3232.8,,,,
1992-02-02,-0.00290774,3299.19,3216.01,3223.4,3224.44,,,
1992-02-09,0.000620463,3282.2,3207.96,3225.4,3229.2200000000003,,,
1992-02-16,0.00638684,3286.0,3221.82,3246.0,3238.52,,,
1992-02-23,0.010536,3286.67,3215.34,3280.2,3241.56,,,
1992-03-01,-0.00381074,3293.38,3240.38,3267.7,3248.54,,,
1992-03-08,-0.0141077,3299.64,3213.77,3221.6,3248.18,3236.31,,
1992-03-15,0.00443873,3248.21,3188.28,3235.9,3250.2799999999997,3239.75,,
1992-03-22,0.0125158,3277.28,3208.41,3276.4,3256.3599999999997,3247.44,,
1992-03-29,-0.0137346,3284.44,3226.52,3231.4,3246.6,3244.08,,
1992-04-05,0.00547756,3260.73,3211.31,3249.1,3242.88,3245.71,,
1992-04-12,0.00193894,3279.29,3161.23,3255.4,3249.6400000000003,3248.91,,
1992-04-19,0.0341279,3366.5,3248.43,3366.5,3275.7599999999998,3263.0199999999995,,
1992-04-26,-0.0124759,3365.61,3315.52,3324.5,3285.38,3270.87,,
1992-05-03,0.00348928,3362.03,3283.99,3336.1,3306.3199999999997,3276.46,,
1992-05-10,0.00998166,3387.52,3335.87,3369.4,3330.38,3286.63,,
1992-05-17,-0.0048376,3440.67,3346.0,3353.1,3349.9199999999996,3299.78,3268.045,
1992-05-24,0.0100504,3440.19,3353.09,3386.8,3353.9799999999996,3314.87,3277.31,
1992-05-31,0.00298212,3420.21,3356.44,3396.9,3368.46,3326.9199999999996,3287.1800000000003,
1992-06-07,0.000529909,3422.28,3373.03,3398.7,3380.9800000000005,3343.65,3293.8650000000002,
1992-06-14,-0.0130344,3405.43,3323.78,3354.4,3377.9799999999996,3354.1799999999994,3299.9449999999997,
1992-06-21,-0.02057,3367.2,3269.03,3285.4,3364.44,3357.1800000000003,3303.0450000000005,
1992-06-28,-0.000913131,3304.08,3254.05,3282.4,3343.56,3348.7700000000004,3305.8950000000004,
1992-07-05,0.014593,3373.89,3282.68,3330.3,3330.2400000000002,3349.35,3310.1099999999997,
1992-07-12,9.00966e-05,3352.71,3273.56,3330.6,3316.62,3348.8,3312.6299999999997,
1992-07-19,0.000300246,3364.33,3317.05,3331.6,3312.06,3345.0200000000004,3315.825,
1992-07-26,-0.0137772,3331.1,3266.53,3285.7,3312.12,3338.2799999999997,3319.03,
1992-08-02,0.0329002,3402.96,3282.2,3393.8,3334.4,3338.9800000000005,3326.925,
1992-08-09,-0.0181508,3399.99,3331.37,3332.2,3334.7799999999997,3332.5099999999998,3329.715,
1992-08-16,-0.000990351,3342.18,3306.79,3328.9,3334.44,3325.53,3334.59,
1992-08-23,-0.0224698,3338.93,3254.1,3254.1,3318.94,3315.5,3334.84,
1992-08-30,0.00414861,3273.02,3207.1,3267.6,3315.3199999999997,3313.72,3335.45,
1992-09-06,0.00437624,3313.54,3254.1,3281.9,3292.94,3313.6699999999996,3331.22,
1992-09-13,0.00725191,3317.32,3257.62,3305.7,3287.6400000000003,3311.21,3330.2799999999997,
