date,pct_change,high,low,close,ma5,ma10,ma20,ma60
2005-01-07,,997.32,979.81,983.958,,,,
2005-01-14,0.00441889,1006.46,979.79,988.306,,,,
2005-01-21,-0.00576947,984.27,943.44,982.604,,,,
2005-01-28,-0.0136321,1001.85,965.21,969.209,,,,
2005-02-04,0.0491628,1021.03,952.74,1016.86,988.1874,,,
2005-02-18,-0.0106239,1033.25,1005.63,1006.05,992.6057999999999,,,
2005-02-25,0.040461,1059.48,1006.69,1046.76,1004.2966,,,
2005-03-04,-0.0220623,1048.28,1014.75,1023.67,1012.5098,,,
2005-03-11,0.00367502,1054.64,1016.93,1027.43,1024.154,,,
2005-03-18,-0.0474622,1041.57,975.71,978.665,1016.5149999999998,1002.3511999999998,,
2005-03-25,-0.0160525,983.18,948.53,962.955,1007.896,1000.2509,,
2005-04-01,0.0157744,989.9,928.34,978.145,994.173,999.2348,,
2005-04-08,0.0258653,1003.7,948.95,1003.45,990.1289999999999,1001.3194,,
2005-04-15,-0.0292622,1008.73,971.93,974.082,979.4594000000001,1001.8067000000001,,
2005-04-22,-0.0359118,970.907,934.957,939.101,971.5466,994.0307999999999,,
2005-04-29,-0.00714087,945.504,914.829,932.395,965.4345999999999,986.6653,,
2005-05-13,-0.0481041,937.39,875.576,887.543,947.3142,970.7436,,
2005-05-20,-0.00538565,891.02,868.212,882.763,923.1768,956.6529,,
2005-05-27,-0.0376715,880.281,848.398,849.508,898.2620000000001,938.8607,,
2005-06-03,-0.0370509,863.198,807.965,818.033,874.0484,922.7974999999999,962.5743500000001,
2005-06-10,0.0935451,925.365,807.784,894.556,866.4806000000001,915.9576,958.1042500000001,
2005-06-17,-0.0158861,905.415,861.827,880.345,865.0409999999999,906.1776,952.7062,
2005-06-24,0.0203965,906.482,872.563,898.301,868.1486000000001,895.6627000000001,948.49105,
2005-07-01,-0.0432004,920.647,858.37,859.494,870.1458,884.2039000000001,943.0053,
2005-07-08,-0.0349101,856.738,827.229,829.489,872.4369999999999,873.2427,933.6367499999999,
2005-07-15,0.0138784,856.095,818.863,841.001,861.726,864.1033000000001,925.3842999999999,
2005-07-22,0.0222259,867.165,829.277,859.693,857.5956,861.3183000000001,916.03095,
2005-07-29,0.0331176,900.997,854.284,888.164,855.5682,861.8584000000001,909.2556499999998,
2005-08-05,0.0401266,923.808,885.85,923.803,868.43,869.2879,904.0742999999999,
2005-08-12,0.0157101,959.268,919.107,938.316,890.1954,881.3162,902.0568500000002,
2005-08-19,-0.0162824,959.343,910.083,923.038,906.6028,884.1644,900.061,
2005-08-26,0.00565524,935.23,915.033,928.258,920.3158,888.9557000000001,897.56665,
2005-09-02,0.0211288,947.918,911.505,947.871,932.2572,893.9127000000001,894.7877000000001,
2005-09-09,0.00125967,959.898,932.648,949.065,937.3095999999999,902.8698,893.5368500000001,
2005-09-16,0.0194191,970.964,945.403,967.495,943.1454,916.6704,894.9565500000001,
2005-09-23,-0.0530659,971.987,914.232,916.154,941.7686,924.1857,894.1445,
2005-09-30,0.0013513,921.132,901.382,917.392,939.5953999999999,929.9556,895.6369499999998,
2005-10-14,-0.0136953,926.094,902.813,904.828,930.9868,931.6220000000001,896.7402,
2005-10-21,-0.000457546,907.876,889.569,904.414,922.0566000000001,929.6831,899.4855,
2005-10-28,-0.0405622,908.453,859.692,867.729,902.1034,922.6244,901.9703,
2005-11-04,0.0122527,885.681,862.686,878.361,894.5448,918.1566999999999,901.16055,
2005-11-11,-0.0154504,884.942,857.789,864.79,884.0244,911.8099,900.3828000000001,
2005-11-18,0.0201795,886.582,847.49,882.241,879.507,905.2469000000001,899.5798000000001,
2005-11-25,0.0021128,886.106,866.19,884.105,875.4451999999999,898.7509,900.81035,
2005-12-02,-0.0160264,886.743,866.374,869.936,875.8866,888.9950000000001,902.8327000000002,
2005-12-09,0.0200268,887.568,855.715,887.358,877.686,886.1154,905.1505500000001,
2005-12-16,0.0171329,904.012,880.743,902.561,885.2402,884.6323,907.2939499999999,
2005-12-23,0.014768,915.89,898.794,915.89,891.97,885.7385,908.68025,
2005-12-30,0.00825536,933.999,915.116,923.451,899.8392,887.6422,908.66265,
2006-01-06,0.0504423,975.628,926.412,970.032,919.8584000000001,897.8725000000001,910.2484499999998,
2006-01-13,0.00904816,988.111,963.394,978.809,938.1486000000001,907.9173000000001,913.0369999999999,
2006-01-20,0.0148456,994.5,952.234,993.34,956.3044,920.7723,916.2911,
2006-01-25,0.016366,1009.65,989.342,1009.6,975.0464,933.5081999999999,919.3775499999999,
2006-02-10,0.0225238,1038.5,1012.81,1032.34,996.8242,948.3317,923.5412999999999,
2006-02-17,-0.0115941,1048.34,1015.99,1020.37,1006.8918,963.3751,926.18505,
2006-02-24,0.0284956,1049.69,1014.66,1049.44,1021.018,979.5833,932.8493500000001,
2006-03-03,-0.00740106,1057.69,1029.56,1041.68,1030.6860000000001,993.4952000000001,939.06375,
2006-03-10,-0.0314685,1044.42,999.931,1008.9,1030.5459999999998,1002.7962000000001,944.2673500000001,
2006-03-17,0.0149847,1029.81,1008.51,1024.02,1028.882,1012.8530999999999,950.24765,
2006-03-24,0.0181501,1051.76,1019.65,1042.6,1033.328,1020.1099,958.9912,941.1786166666666
2006-03-31,0.0177316,1074.04,1037.08,1061.09,1035.658,1028.338,968.12765,942.46415
2006-04-07,0.0396442,1109.68,1061.96,1103.15,1047.9519999999998,1039.319,980.0456499999998,944.3782166666666
2006-04-14,0.014008,1126.09,1091.67,1118.61,1069.8939999999998,1050.22,991.8641,946.6449833333334
2006-04-21,0.0273116,1152.89,1114.53,1149.16,1094.922,1061.902,1005.11685,949.6441666666667
2006-04-28,0.0201791,1173.88,1123.1,1172.35,1120.8719999999998,1077.1,1020.23755,952.2356666666667
2006-05-12,0.105694,1296.38,1179.58,1296.26,1167.906,1101.782,1040.68265,957.0725
2006-05-19,0.0538782,1387.4,1301.11,1366.1,1220.4959999999999,1134.2239999999997,1063.8596000000002,962.3948333333333
2006-05-26,-0.0256768,1387.57,1277.33,1331.02,1262.9779999999998,1166.436,1084.6161,967.5173333333333
2006-06-02,0.044399,1411.78,1330.63,1390.12,1311.1699999999998,1203.046,1107.94955,973.5621666666666
2006-06-09,-0.0690093,1413.11,1286.9,1294.19,1335.538,1228.205,1124.1574500000002,978.8209166666667
2006-06-16,0.0184093,1318.02,1269.52,1318.01,1339.888,1253.897,1141.1174999999998,984.7385
2006-06-23,0.0162639,1347.0,1294.9,1339.45,1334.5580000000002,1277.527,1158.423,990.7602499999999
2006-06-30,0.0407012,1408.79,1341.61,1393.96,1347.146,1305.062,1177.641,997.26875
2006-07-07,0.0118124,1426.4,1377.22,1410.43,1351.208,1331.1889999999999,1196.5455,1004.5412166666666
2006-07-14,-0.0377899,1430.94,1327.59,1357.13,1363.796,1349.667,1213.3835,1011.5083666666667
2006-07-21,-0.000807587,1373.59,1329.18,1356.03,1371.4,1355.6439999999998,1228.7130000000002,1018.5689500000001
2006-07-28,-0.0107962,1380.8,1327.66,1341.39,1371.788,1353.1730000000002,1243.6985,1026.1330666666668
2006-08-04,-0.0741654,1338.04,1239.38,1241.91,1341.378,1344.2620000000002,1255.349,1032.11885
2006-08-11,0.0271727,1277.97,1221.99,1275.65,1314.422,1332.815,1267.9305,1039.2212166666666
2006-08-18,-0.0061051,1283.57,1239.91,1267.87,1296.5700000000002,1330.183,1279.194,1046.7185
2006-08-25,0.021746,1301.75,1229.17,1295.44,1284.452,1327.9260000000002,1290.9115,1053.3999000000001
2006-09-01,0.0174937,1349.2,1298.36,1318.1,1279.794,1325.791,1301.659,1060.6958166666668
2006-09-08,0.0106623,1348.28,1315.61,1332.15,1297.8419999999999,1319.6100000000001,1312.336,1067.9266333333333
2006-09-15,0.0226468,1362.4,1319.21,1362.32,1315.176,1314.7990000000002,1322.9940000000001,1076.3070666666667
2006-09-22,0.00919753,1393.53,1362.14,1374.85,1336.572,1316.571,1333.119,1085.3964166666667
2006-09-29,0.0206662,1405.56,1351.18,1403.27,1358.1380000000001,1321.295,1338.4695,1094.7675666666667
2006-10-13,0.0196805,1443.5,1418.21,1430.88,1380.694,1330.2440000000001,1341.7085000000002,1104.2873499999998
2006-10-20,0.00649949,1447.95,1410.67,1440.18,1402.3,1350.071,1347.1665,1113.4876166666666
2006-10-27,-0.000786012,1460.45,1403.01,1439.05,1417.646,1366.411,1349.6129999999998,1122.0750666666668
2006-11-03,0.0342177,1497.47,1428.33,1488.29,1440.334,1388.453,1359.318,1131.2413
2006-11-10,0.0105967,1535.2,1472.0,1504.06,1460.492,1409.315,1368.6205000000002,1140.925
2006-11-17,0.0385769,1562.24,1453.26,1562.08,1486.732,1433.7130000000002,1379.752,1151.4887
2006-11-24,0.0476901,1642.81,1567.34,1636.58,1526.012,1464.156,1391.8830000000003,1162.9671833333332
2006-12-01,0.0566083,1741.8,1604.81,1729.22,1584.0459999999998,1500.846,1407.8225,1175.9697666666666
2006-12-08,-0.0102011,1820.72,1710.0,1711.58,1628.7040000000002,1534.519,1425.545,1188.3711833333332
2006-12-15,0.091174,1867.78,1705.91,1867.64,1701.42,1580.956,1451.1255,1204.2292833333333
2006-12-22,0.0149965,1945.47,1875.01,1895.64,1768.132,1627.432,1478.838,1220.5334166666664
2006-12-29,0.0767037,2052.86,1898.82,2041.05,1849.0259999999998,1687.5189999999998,1518.7949999999998,1239.47045
2007-01-05,0.0155979,2139.49,2030.76,2072.88,1917.7580000000003,1750.902,1558.6565,1258.9448833333333
2007-01-12,0.0486588,2289.95,2071.72,2173.75,2010.1920000000002,1819.4479999999999,1603.9505,1280.7119
2007-01-19,0.102287,2396.09,2170.94,2396.09,2115.882,1908.6509999999998,1658.9830000000002,1306.0073833333333
2007-01-26,0.0487581,2556.1,2356.98,2512.92,2239.3380000000006,2003.7350000000001,1718.7240000000002,1333.4762166666667
2007-02-02,-0.0855255,2599.45,2293.28,2298.0,2290.728,2069.877,1767.0165000000002,1357.0721999999998
2007-02-09,0.0431862,2417.64,2198.9,2397.25,2355.602,2136.6800000000003,1818.7630000000001,1382.2912833333332
2007-02-16,0.116588,2717.57,2396.79,2676.74,2456.2,2233.196,1883.8575,1412.4046833333334
2007-03-02,-0.0627653,2719.52,2413.33,2508.73,2478.728,2297.305,1939.1305,1439.42755
2007-03-09,0.0409227,2643.81,2409.72,2611.39,2498.422,2368.88,1998.1560000000002,1467.9080333333334
2007-03-16,-0.00274451,2665.39,2546.65,2604.23,2559.668,2425.198,2056.3585,1496.0470333333333
2007-03-23,0.0430224,2740.28,2523.3,2716.27,2623.472,2489.5370000000003,2120.2195,1525.9273500000002
2007-03-30,0.0241206,2830.08,2689.11,2781.78,2644.48,2550.34,2184.8940000000002,1556.12315
2007-04-06,0.068382,2977.46,2793.96,2972.01,2737.136,2607.932,2258.2915000000003,1589.3431666666668
2007-04-13,0.0663609,3211.61,2988.38,3169.23,2848.704,2673.5629999999996,2338.649,1625.608
2007-04-20,0.0378795,3311.98,3065.28,3289.28,2985.7140000000004,2772.691,2421.284,1663.6026666666667
2007-04-27,0.0551005,3503.89,3330.8,3470.52,3136.564,2880.018,2508.349,1704.2390000000003
2007-04-30,0.02541,3568.68,3478.93,3558.71,3291.95,2968.215,2600.7055,1746.5446666666664
2007-05-11,0.0404369,3742.23,3556.61,3702.61,3438.0699999999997,3087.603,2692.454,1790.7641666666666
2007-05-18,0.0199905,3805.21,3557.2,3776.63,3559.55,3204.127,2786.5035,1836.3466666666668
2007-05-25,0.0552405,3996.85,3643.08,3985.25,3698.744,3342.2290000000003,2883.7135,1885.9525
2007-06-01,-0.0454922,4168.53,3683.56,3803.95,3765.4299999999994,3450.9970000000003,2970.2670000000003,1932.2846666666667
2007-06-08,0.0089152,3861.21,3246.73,3837.87,3821.262,3556.6059999999998,3053.473,1978.8725
2007-06-15,0.0681405,4146.52,3834.02,4099.38,3900.6160000000004,3669.343,3138.6375,2029.5106666666666
2007-06-22,-0.0116981,4292.2,3970.35,4051.43,3955.576,3757.5629999999996,3215.5629999999996,2078.6486666666665
2007-06-29,-0.0709252,4105.99,3718.16,3764.08,3911.3419999999996,3805.043,3288.8669999999997,2122.7398333333335
2007-07-06,-0.0142917,3848.08,3475.27,3710.28,3892.608,3829.0190000000002,3354.5184999999997,2165.4251666666664
2007-07-13,0.0296045,3852.93,3722.23,3820.12,3889.058,3855.16,3411.6875,2209.5546666666664
2007-07-20,0.0397265,3971.89,3650.25,3971.88,3863.558,3882.0870000000004,3484.8450000000003,2254.148333333333
2007-07-27,0.0844081,4325.93,4009.06,4307.14,3914.7,3935.138,3569.6325000000006,2303.1656666666668
2007-08-03,0.067617,4599.25,4271.06,4598.38,4081.56,3996.451,3669.3399999999992,2357.6216666666664
2007-08-10,0.027902,4779.14,4579.4,4726.68,4284.84,4088.7240000000006,3769.8605000000002,2413.2309999999998
2007-08-17,-0.0211776,4836.59,4616.97,4626.58,4446.1320000000005,4167.594999999999,3862.1005000000005,2468.7708333333335
2007-08-24,0.12774,5231.15,4747.27,5217.58,4695.272,4279.415,3974.379,2533.7636666666667
2007-08-31,0.0151856,5307.42,5136.61,5296.81,4893.206,4403.9529999999995,4080.7580000000003,2599.7196666666664
2007-09-07,-0.000380984,5448.84,5265.06,5294.79,5032.488,4557.023999999999,4181.0335,2664.7335000000003
